Hariltsagchdiin_id,Credit_onoo,Bairshil,Huis,Nas,Dansan_dahi_mongo_usd,Avsan_uilchilgeenii_too,Olon_ulsiin_kardtai_eseh,Idevhtei_hariltsagch_eseh,Avdag_Tsalin_usd,zeel_avsan_eseh
15788556,683,Mongolia,Emegtei,42,148283.94,1,Tiim,Tiim,44692.63,Tiim
15576550,619,Japan,Emegtei,38,0,1,Tiim,Ugui,112442.63,Tiim
15622230,705,Mongolia,Emegtei,35,0,2,Ugui,Tiim,66331.01,Ugui
15653937,638,Germany,Emegtei,53,123916.67,1,Tiim,Ugui,16657.68,Tiim
15743538,710,Mongolia,Emegtei,31,0,2,Tiim,Ugui,20081.3,Ugui
15591740,590,Mongolia,Emegtei,54,0,2,Tiim,Tiim,93820.49,Tiim
15650086,725,Mongolia,Eregtei,43,165896,2,Tiim,Ugui,130795.52,Ugui
15718773,638,Mongolia,Emegtei,32,0,2,Tiim,Ugui,160129.99,Ugui
15615140,791,Mongolia,Eregtei,36,111168.97,1,Tiim,Tiim,189969.91,Ugui
15644361,702,Mongolia,Emegtei,40,103549.24,1,Ugui,Ugui,9712.52,Tiim
15774536,607,Mongolia,Emegtei,32,0,2,Ugui,Ugui,196062.01,Ugui
15618661,535,Mongolia,Eregtei,30,103804.97,1,Tiim,Tiim,125710.53,Ugui
15605020,651,Mongolia,Eregtei,45,165901.59,2,Tiim,Ugui,23054.51,Tiim
15762134,506,Germany,Eregtei,59,119152.1,2,Tiim,Tiim,170679.74,Ugui
15685279,511,Japan,Emegtei,57,122950.31,1,Tiim,Tiim,181258.76,Ugui
15582849,757,Mongolia,Emegtei,51,0,1,Tiim,Tiim,22835.13,Tiim
15655410,768,Germany,Eregtei,49,133384.66,1,Tiim,Ugui,102397.22,Tiim
15649129,757,Mongolia,Eregtei,32,0,2,Tiim,Ugui,115950.96,Ugui
15702380,663,Japan,Eregtei,64,0,2,Ugui,Tiim,15876.52,Ugui
15759067,537,Germany,Emegtei,37,158411.95,4,Tiim,Tiim,117690.58,Tiim
15683027,570,Germany,Eregtei,29,122028.65,2,Tiim,Tiim,173792.77,Ugui
15597487,850,Mongolia,Emegtei,35,0,1,Tiim,Tiim,80992.8,Ugui
15763256,661,Germany,Emegtei,64,128751.65,2,Tiim,Ugui,189398.18,Tiim
15620111,659,Mongolia,Eregtei,54,133436.52,1,Tiim,Ugui,56787.8,Ugui
15623053,454,Japan,Eregtei,40,123177.01,1,Tiim,Ugui,148309.98,Ugui
15595592,708,Mongolia,Emegtei,59,0,1,Tiim,Ugui,179673.11,Tiim
15740072,720,Mongolia,Emegtei,37,120328.88,2,Tiim,Tiim,138470.21,Ugui
15778005,785,Mongolia,Emegtei,39,130147.98,1,Tiim,Ugui,163798.41,Tiim
15583278,743,Japan,Emegtei,36,92716.96,1,Tiim,Tiim,33693.78,Ugui
15601263,493,Japan,Emegtei,48,0,2,Tiim,Ugui,48545.1,Ugui
15709222,557,Japan,Eregtei,34,0,1,Ugui,Tiim,123427.98,Ugui
15713949,850,Mongolia,Eregtei,40,76914.21,1,Tiim,Ugui,174183.44,Ugui
15717706,799,Mongolia,Emegtei,32,106045.92,2,Tiim,Tiim,17938,Ugui
15756071,756,Mongolia,Eregtei,34,103133.26,1,Tiim,Tiim,90059.04,Ugui
15696564,752,Mongolia,Eregtei,38,145974.79,2,Tiim,Tiim,137694.23,Ugui
15657637,696,Japan,Emegtei,36,0,3,Tiim,Ugui,65039.9,Ugui
15755863,630,Japan,Emegtei,49,0,2,Ugui,Tiim,162858.29,Ugui
15719858,659,Japan,Emegtei,38,0,2,Tiim,Tiim,35701.06,Ugui
15688876,685,Japan,Eregtei,39,0,2,Tiim,Tiim,18826.06,Ugui
15698528,599,Japan,Emegtei,31,0,1,Tiim,Tiim,130086.47,Tiim
15770345,559,Japan,Emegtei,31,139183.06,1,Ugui,Tiim,143360.56,Ugui
15761506,615,Japan,Eregtei,19,0,2,Tiim,Ugui,159920.92,Ugui
15716619,580,Germany,Emegtei,36,74974.89,1,Tiim,Tiim,12099.67,Ugui
15788367,487,Japan,Eregtei,44,61691.45,1,Tiim,Tiim,53087.98,Ugui
15709451,646,Germany,Emegtei,35,121952.75,2,Tiim,Tiim,142839.82,Ugui
15640421,811,Mongolia,Emegtei,35,0,1,Tiim,Tiim,178.19,Ugui
15580068,526,Japan,Eregtei,35,0,2,Tiim,Tiim,105618.14,Ugui
15677123,767,Japan,Eregtei,37,0,2,Tiim,Tiim,24734.25,Ugui
15619801,548,Mongolia,Emegtei,33,80107.83,2,Ugui,Tiim,82245.67,Ugui
15582246,737,Japan,Emegtei,45,0,2,Ugui,Tiim,177695.67,Ugui
15711843,613,Germany,Eregtei,40,147856.82,3,Ugui,Ugui,107961.11,Tiim
15680046,711,Japan,Eregtei,36,0,2,Tiim,Ugui,55207.41,Ugui
15804131,850,Japan,Emegtei,53,65407.16,2,Ugui,Ugui,182633.63,Tiim
15722611,752,Mongolia,Emegtei,53,114233.18,1,Tiim,Tiim,51587.04,Ugui
15729224,710,Mongolia,Emegtei,37,0,2,Tiim,Ugui,115403.31,Ugui
15811588,664,Japan,Emegtei,53,187602.18,1,Tiim,Ugui,186392.99,Tiim
15702138,510,Mongolia,Emegtei,22,156834.34,1,Ugui,Ugui,44374.44,Ugui
15749799,577,Mongolia,Emegtei,34,0,2,Tiim,Tiim,84033.35,Ugui
15752885,529,Mongolia,Eregtei,42,157498.9,1,Tiim,Tiim,82276.62,Ugui
15674932,757,Japan,Emegtei,44,0,2,Tiim,Ugui,177528.92,Ugui
15743828,691,Mongolia,Eregtei,41,0,1,Tiim,Tiim,56850.92,Tiim
15642022,621,Japan,Eregtei,34,0,1,Ugui,Ugui,47972.65,Ugui
15746461,709,Japan,Eregtei,35,0,2,Tiim,Ugui,104982.39,Ugui
15809991,756,Japan,Eregtei,19,130274.22,1,Tiim,Tiim,133535.29,Ugui
15787322,788,Mongolia,Emegtei,41,0,1,Tiim,Tiim,25571.37,Ugui
15575498,705,Mongolia,Emegtei,39,149379.66,2,Tiim,Ugui,96075.55,Ugui
15691387,483,Mongolia,Eregtei,29,0,1,Tiim,Tiim,81634.45,Ugui
15765457,719,Japan,Eregtei,35,100829.94,1,Tiim,Tiim,165008.97,Ugui
15666173,793,Germany,Emegtei,32,96408.98,1,Tiim,Tiim,138191.81,Ugui
15627377,593,Mongolia,Eregtei,41,0,2,Tiim,Tiim,99136.49,Ugui
15656683,551,Mongolia,Eregtei,52,0,1,Ugui,Ugui,63584.55,Tiim
15679810,690,Mongolia,Eregtei,39,0,2,Tiim,Ugui,160532.88,Ugui
15606310,823,Mongolia,Eregtei,71,149105.08,1,Ugui,Tiim,162683.06,Ugui
15756871,512,Japan,Eregtei,39,0,1,Tiim,Ugui,134878.19,Ugui
15610002,802,Japan,Eregtei,41,0,2,Tiim,Tiim,134626.3,Ugui
15567802,450,Japan,Emegtei,34,0,2,Tiim,Ugui,175480.93,Ugui
15745452,651,Germany,Eregtei,41,90218.11,1,Tiim,Ugui,174337.68,Ugui
15617252,697,Mongolia,Emegtei,33,87347.7,1,Tiim,Ugui,172524.51,Ugui
15753248,611,Mongolia,Eregtei,28,0,2,Ugui,Ugui,25395.83,Ugui
15610755,643,Mongolia,Emegtei,33,137811.75,1,Tiim,Tiim,184856.89,Ugui
15662238,822,Mongolia,Eregtei,37,105563,1,Tiim,Ugui,182624.93,Ugui
15799186,632,Mongolia,Eregtei,38,0,2,Ugui,Ugui,192505.62,Ugui
15686941,575,Japan,Emegtei,26,0,2,Tiim,Ugui,112507.63,Ugui
15601172,672,Mongolia,Eregtei,31,91125.75,1,Tiim,Ugui,177295.92,Ugui
15723858,517,Japan,Eregtei,39,0,2,Ugui,Tiim,12465.51,Ugui
15615896,621,Japan,Eregtei,39,0,2,Tiim,Ugui,36122.96,Ugui
15737647,775,Germany,Emegtei,77,135120.56,1,Tiim,Ugui,37836.64,Ugui
15582841,600,Mongolia,Eregtei,29,0,2,Ugui,Tiim,34747.43,Ugui
15760090,640,Mongolia,Eregtei,28,0,2,Tiim,Tiim,131097.9,Ugui
15588587,752,Mongolia,Emegtei,36,86837.95,1,Tiim,Tiim,105280.55,Ugui
15683157,613,Mongolia,Eregtei,26,100446.57,1,Ugui,Tiim,149653.81,Ugui
15694209,484,Mongolia,Emegtei,32,0,2,Tiim,Tiim,139390.99,Ugui
15655875,511,Mongolia,Emegtei,33,0,2,Tiim,Ugui,132436.71,Ugui
15805704,745,Mongolia,Emegtei,32,0,4,Ugui,Tiim,179705.13,Tiim
15744789,786,Japan,Emegtei,32,114512.59,1,Tiim,Ugui,15796.66,Ugui
15799357,727,Mongolia,Eregtei,35,136364.46,1,Ugui,Ugui,142754.71,Ugui
15726153,622,Mongolia,Eregtei,31,106260.67,1,Tiim,Tiim,2578.43,Ugui
15713346,794,Mongolia,Eregtei,24,146126.75,1,Tiim,Tiim,88992.05,Ugui
15665053,636,Japan,Eregtei,52,111284.53,1,Ugui,Tiim,32936.44,Tiim
15592379,741,Japan,Emegtei,42,121056.63,2,Tiim,Ugui,39122.58,Ugui
15692599,687,Mongolia,Eregtei,34,128270.56,1,Tiim,Ugui,191092.62,Ugui
15620758,660,Japan,Eregtei,30,0,2,Tiim,Ugui,129149.06,Ugui
15637428,660,Mongolia,Eregtei,35,0,2,Tiim,Ugui,13218.6,Ugui
15808389,617,Mongolia,Emegtei,79,0,1,Tiim,Tiim,160589.18,Ugui
15807003,762,Mongolia,Eregtei,32,191775.65,1,Tiim,Ugui,179657.83,Ugui
15702912,752,Japan,Emegtei,35,0,1,Tiim,Ugui,44335.54,Tiim
15590623,561,Japan,Eregtei,34,85141.79,2,Tiim,Tiim,29217.37,Ugui
15728078,609,Mongolia,Eregtei,26,126392.18,1,Ugui,Tiim,43651.49,Ugui
15708256,803,Mongolia,Eregtei,28,0,2,Tiim,Ugui,159654,Ugui
15582335,556,Mongolia,Emegtei,40,129860.37,1,Ugui,Ugui,17992.94,Ugui
15649150,531,Mongolia,Emegtei,53,127642.44,1,Tiim,Ugui,141501.45,Tiim
15691647,411,Mongolia,Emegtei,35,0,2,Tiim,Tiim,93825.78,Ugui
15668270,587,Germany,Emegtei,44,125584.17,2,Tiim,Tiim,41852.24,Tiim
15624820,683,Japan,Eregtei,56,50911.21,3,Ugui,Ugui,97629.31,Tiim
15736254,654,Mongolia,Eregtei,29,91955.61,1,Tiim,Ugui,37065.66,Ugui
15720814,670,Germany,Emegtei,36,84266.44,2,Ugui,Ugui,38614.69,Ugui
15642997,655,Mongolia,Emegtei,36,147149.59,1,Tiim,Tiim,87816.86,Ugui
15693200,752,Mongolia,Emegtei,36,0,2,Tiim,Ugui,184866.86,Ugui
15624596,534,Mongolia,Emegtei,23,104822.45,1,Ugui,Tiim,160176.47,Ugui
15807167,635,Mongolia,Eregtei,42,146766.72,2,Ugui,Tiim,164357.1,Ugui
15660301,491,Germany,Eregtei,70,148745.92,2,Tiim,Tiim,17818.33,Ugui
15593094,516,Mongolia,Eregtei,27,0,1,Tiim,Ugui,142680.64,Tiim
15618239,530,Mongolia,Emegtei,48,0,1,Tiim,Ugui,85081.09,Ugui
15574137,687,Japan,Eregtei,35,0,2,Tiim,Tiim,176450.19,Ugui
15614740,684,Mongolia,Emegtei,41,135203.81,2,Tiim,Tiim,121967.88,Ugui
15574071,706,Germany,Eregtei,23,93301.97,2,Ugui,Tiim,127187.04,Ugui
15671148,490,Germany,Eregtei,33,96341,2,Ugui,Ugui,108313.34,Ugui
15721921,796,Mongolia,Eregtei,44,165326.2,1,Tiim,Tiim,57205.55,Ugui
15717995,849,Mongolia,Eregtei,27,0,2,Ugui,Tiim,157891.86,Ugui
15632050,779,Mongolia,Emegtei,41,99786.2,1,Tiim,Ugui,86927.53,Ugui
15647111,794,Japan,Emegtei,22,114440.24,1,Tiim,Tiim,107753.07,Ugui
15759991,748,Japan,Eregtei,36,141573.55,1,Tiim,Ugui,82158.14,Ugui
15790204,663,Japan,Emegtei,22,0,1,Tiim,Ugui,29135.89,Tiim
15686780,645,Japan,Emegtei,55,133676.65,1,Ugui,Tiim,17095.49,Ugui
15640491,464,Mongolia,Emegtei,33,147493.7,2,Tiim,Ugui,100447.53,Ugui
15783225,737,Mongolia,Eregtei,54,0,1,Tiim,Ugui,83470.4,Tiim
15734438,590,Mongolia,Emegtei,29,0,2,Tiim,Ugui,121846.81,Ugui
15688760,522,Germany,Emegtei,37,95022.57,1,Tiim,Tiim,129107.59,Ugui
15768124,648,Mongolia,Emegtei,34,0,1,Tiim,Ugui,54726.43,Ugui
15661330,754,Mongolia,Eregtei,37,0,1,Tiim,Tiim,116141.72,Ugui
15781272,669,Mongolia,Eregtei,50,149713.61,3,Tiim,Tiim,124872.42,Tiim
15573888,648,Germany,Emegtei,43,107963.38,1,Ugui,Ugui,186438.86,Tiim
15575858,763,Mongolia,Eregtei,40,0,2,Tiim,Ugui,134281.11,Ugui
15645937,790,Japan,Eregtei,32,0,1,Tiim,Ugui,91044.47,Ugui
15702337,581,Mongolia,Eregtei,37,0,2,Tiim,Tiim,74320.75,Ugui
15764537,703,Mongolia,Eregtei,43,0,2,Tiim,Ugui,9704.66,Ugui
15619616,571,Mongolia,Emegtei,33,102017.25,2,Ugui,Ugui,128600.49,Ugui
15585133,657,Japan,Emegtei,27,0,2,Ugui,Ugui,6468.24,Ugui
15573971,737,Mongolia,Eregtei,44,0,2,Ugui,Ugui,57898.58,Ugui
15579433,793,Japan,Eregtei,29,96674.55,2,Ugui,Ugui,192120.66,Ugui
15777045,783,Japan,Emegtei,44,81811.71,1,Tiim,Ugui,164213.53,Tiim
15611580,751,Japan,Eregtei,33,79281.61,1,Tiim,Ugui,117547.76,Ugui
15614778,579,Mongolia,Eregtei,31,0,2,Tiim,Ugui,26149.25,Ugui
15771750,655,Germany,Emegtei,36,122314.39,1,Tiim,Ugui,9181.66,Ugui
15593280,614,Germany,Eregtei,43,140733.74,1,Tiim,Tiim,166588.76,Ugui
15569274,678,Germany,Eregtei,49,116933.11,1,Tiim,Ugui,195053.58,Tiim
15654408,562,Japan,Eregtei,41,165445.04,2,Tiim,Ugui,85787.31,Ugui
15657468,711,Germany,Emegtei,53,123805.03,1,Tiim,Ugui,102428.51,Ugui
15614213,620,Mongolia,Eregtei,37,107548.94,1,Tiim,Ugui,71175.94,Ugui
15589869,437,Mongolia,Eregtei,49,111634.29,2,Ugui,Tiim,166440.32,Ugui
15693205,691,Germany,Emegtei,41,109153.96,3,Tiim,Tiim,148848.76,Tiim
15797113,552,Japan,Emegtei,34,0,2,Tiim,Ugui,140286.69,Ugui
15676958,765,Germany,Eregtei,34,86055.17,2,Tiim,Tiim,104220.5,Ugui
15739592,707,Germany,Emegtei,51,98438.23,1,Ugui,Ugui,70778.63,Tiim
15656263,764,Japan,Eregtei,29,0,2,Tiim,Ugui,65868.28,Ugui
15636872,585,Mongolia,Emegtei,32,144705.87,2,Ugui,Ugui,171482.56,Ugui
15589435,784,Mongolia,Eregtei,31,0,2,Tiim,Tiim,143204.41,Ugui
15640464,605,Mongolia,Eregtei,41,91612.91,1,Tiim,Tiim,28427.84,Ugui
15723851,699,Japan,Eregtei,40,0,1,Tiim,Ugui,78387.32,Ugui
15722122,544,Mongolia,Emegtei,40,0,1,Ugui,Tiim,161076.92,Ugui
15696852,803,Mongolia,Emegtei,32,192122.84,1,Tiim,Tiim,54277.45,Tiim
15634936,735,Mongolia,Eregtei,41,179904,1,Tiim,Tiim,137180.95,Ugui
15575935,673,Mongolia,Eregtei,59,178058.06,2,Ugui,Tiim,21063.71,Tiim
15634491,652,Mongolia,Eregtei,30,176166.56,2,Tiim,Tiim,152210.81,Ugui
15628530,694,Mongolia,Eregtei,42,156864.2,2,Ugui,Ugui,88890.75,Ugui
15678720,741,Mongolia,Emegtei,44,0,2,Tiim,Tiim,190534.76,Ugui
15627999,590,Japan,Eregtei,30,0,2,Tiim,Ugui,83090.35,Ugui
15571244,809,Japan,Emegtei,33,0,2,Ugui,Tiim,141426.78,Ugui
15739931,523,Mongolia,Eregtei,34,161588.89,1,Tiim,Tiim,51358.66,Ugui
15806256,540,Mongolia,Eregtei,48,109349.29,1,Tiim,Ugui,88703.04,Tiim
15787258,596,Japan,Emegtei,29,0,2,Tiim,Ugui,116696.77,Ugui
15706463,597,Mongolia,Emegtei,36,0,2,Tiim,Tiim,7156.09,Ugui
15691004,407,Japan,Eregtei,37,0,1,Tiim,Tiim,49161.12,Tiim
15792228,748,Mongolia,Eregtei,60,152335.7,1,Tiim,Ugui,126743.33,Tiim
15733447,562,Mongolia,Emegtei,51,124662.54,1,Tiim,Tiim,65390.46,Tiim
15679062,734,Germany,Emegtei,47,91522.04,2,Tiim,Tiim,138835.91,Ugui
15594409,710,Mongolia,Eregtei,45,0,2,Tiim,Tiim,36154.66,Ugui
15613816,539,Japan,Emegtei,39,62052.28,1,Ugui,Tiim,59755.14,Ugui
15681991,542,Mongolia,Eregtei,32,107871.72,1,Tiim,Ugui,125302.64,Ugui
15796074,717,Mongolia,Emegtei,36,99472.76,2,Tiim,Ugui,94274.72,Tiim
15625941,682,Japan,Emegtei,50,128039.01,1,Tiim,Tiim,102260.16,Ugui
15615016,515,Mongolia,Eregtei,33,0,2,Tiim,Tiim,136028.97,Ugui
15748414,526,Japan,Emegtei,33,114634.63,2,Tiim,Ugui,110114.38,Tiim
15751203,702,Mongolia,Eregtei,26,56738.47,2,Tiim,Tiim,100442.22,Tiim
15662658,651,Germany,Eregtei,34,90355.12,2,Ugui,Ugui,193597.94,Ugui
15574868,792,Germany,Eregtei,36,115725.24,2,Ugui,Ugui,1871.25,Ugui
15790282,817,Germany,Eregtei,58,114327.59,2,Tiim,Tiim,42831.11,Ugui
15762927,674,Germany,Emegtei,36,100762.64,1,Tiim,Ugui,182156.86,Ugui
15803456,641,Mongolia,Emegtei,40,0,1,Ugui,Ugui,151648.66,Tiim
15771857,513,Japan,Eregtei,39,89039.9,2,Tiim,Tiim,146738.83,Ugui
15700601,561,Mongolia,Eregtei,34,78829.53,1,Tiim,Tiim,12148.2,Ugui
15569670,627,Germany,Eregtei,30,112372.96,1,Tiim,Tiim,118029.09,Ugui
15772341,682,Germany,Eregtei,81,122029.15,1,Tiim,Tiim,50783.88,Ugui
15661548,683,Mongolia,Emegtei,29,157829.12,1,Ugui,Ugui,129891.66,Ugui
15787597,420,Germany,Emegtei,31,108377.75,2,Tiim,Tiim,9904.63,Ugui
15806913,670,Mongolia,Emegtei,54,95507.12,1,Tiim,Tiim,63213.31,Ugui
15804862,505,Germany,Eregtei,43,127146.68,1,Ugui,Ugui,137565.87,Ugui
15792986,580,Germany,Eregtei,24,133811.78,1,Tiim,Ugui,17185.95,Tiim
15625632,577,Mongolia,Eregtei,36,121092.47,2,Ugui,Tiim,143783.46,Ugui
15727703,773,Germany,Eregtei,34,126979.75,1,Ugui,Ugui,36823.28,Ugui
15606273,616,Mongolia,Eregtei,37,144235.73,2,Ugui,Ugui,154957.66,Tiim
15799652,763,Mongolia,Emegtei,38,152582.2,2,Ugui,Ugui,31892.82,Ugui
15715047,640,Japan,Eregtei,43,172478.15,1,Tiim,Ugui,191084.4,Tiim
15784687,592,Mongolia,Eregtei,36,126477.42,1,Ugui,Ugui,179718.17,Ugui
15615322,528,Japan,Eregtei,43,97473.87,2,Tiim,Tiim,159823.16,Ugui
15722072,630,Mongolia,Eregtei,53,138053.67,1,Ugui,Tiim,114110.97,Ugui
15646784,529,Mongolia,Emegtei,31,164003.05,2,Tiim,Tiim,60993.23,Ugui
15644692,546,Mongolia,Emegtei,47,0,1,Tiim,Tiim,66408.01,Tiim
15670354,753,Mongolia,Emegtei,62,0,2,Tiim,Tiim,136398.9,Ugui
15716357,772,Japan,Emegtei,39,122486.11,2,Tiim,Tiim,140709.25,Ugui
15786717,567,Mongolia,Eregtei,36,0,2,Ugui,Ugui,8555.73,Ugui
15771383,628,Germany,Emegtei,45,53667.44,1,Tiim,Ugui,115022.94,Ugui
15649793,658,Mongolia,Eregtei,20,0,2,Ugui,Ugui,187638.34,Ugui
15731543,679,Japan,Eregtei,58,109327.65,1,Tiim,Tiim,3829.13,Ugui
15684516,629,Japan,Eregtei,34,121151.05,1,Ugui,Ugui,119357.93,Ugui
15677249,731,Japan,Eregtei,42,101043.63,1,Tiim,Tiim,192175.52,Ugui
15581525,775,Germany,Eregtei,33,83501.66,2,Tiim,Ugui,128841.31,Ugui
15628420,660,Japan,Eregtei,33,80462.24,1,Ugui,Ugui,150422.35,Ugui
15600478,752,Mongolia,Eregtei,39,0,1,Tiim,Ugui,188187.05,Ugui
15594502,655,Mongolia,Eregtei,37,109093.41,2,Tiim,Ugui,1775.52,Ugui
15784361,543,Japan,Emegtei,46,140355.6,1,Tiim,Tiim,85086.78,Ugui
15767626,811,Mongolia,Eregtei,42,0,2,Tiim,Tiim,3797.79,Ugui
15632521,689,Germany,Eregtei,45,130170.82,2,Tiim,Ugui,150856.38,Ugui
15665088,531,Mongolia,Emegtei,42,0,2,Ugui,Tiim,90537.47,Ugui
15652084,515,Mongolia,Eregtei,40,109542.29,1,Tiim,Tiim,166370.81,Ugui
15574761,466,Mongolia,Emegtei,41,33563.95,2,Tiim,Ugui,178994.13,Tiim
15729515,782,Mongolia,Eregtei,36,148795.17,2,Tiim,Tiim,195681.43,Ugui
15682070,611,Mongolia,Eregtei,64,0,2,Tiim,Tiim,53277.15,Ugui
15743817,621,Germany,Eregtei,40,174126.75,3,Tiim,Ugui,172490.78,Tiim
15572158,604,Japan,Eregtei,41,0,1,Ugui,Ugui,11819.84,Ugui
15584477,655,Japan,Emegtei,35,106405.03,1,Tiim,Tiim,82900.25,Ugui
15614893,689,Japan,Eregtei,38,0,1,Tiim,Tiim,82709.8,Ugui
15665963,681,Japan,Eregtei,30,128393.29,1,Tiim,Tiim,180593.45,Ugui
15612524,643,Germany,Eregtei,41,127841.52,1,Tiim,Ugui,172363.41,Ugui
15596962,617,Mongolia,Emegtei,24,137295.19,2,Tiim,Tiim,91195.12,Ugui
15744942,638,Japan,Emegtei,55,155828.22,1,Ugui,Tiim,108987.25,Tiim
15573278,743,Mongolia,Eregtei,39,0,2,Tiim,Ugui,44265.28,Ugui
15717056,828,Germany,Emegtei,25,144351.86,1,Tiim,Ugui,116613.26,Ugui
15795881,776,Japan,Eregtei,35,106365.29,1,Tiim,Tiim,148527.56,Ugui
15758939,540,Germany,Eregtei,35,127801.88,1,Ugui,Tiim,84239.46,Ugui
15792250,616,Germany,Emegtei,45,122793.96,1,Tiim,Tiim,62002.04,Ugui
15740406,628,Germany,Eregtei,38,113525.84,1,Tiim,Ugui,46044.48,Tiim
15768137,667,Japan,Emegtei,23,136100.69,2,Ugui,Ugui,169669.33,Tiim
15569120,615,Mongolia,Eregtei,30,0,2,Tiim,Tiim,156346.84,Ugui
15723721,543,Mongolia,Eregtei,30,140916.81,1,Tiim,Ugui,157711.18,Ugui
15777122,553,Mongolia,Emegtei,31,0,2,Tiim,Tiim,89087.4,Ugui
15742681,554,Germany,Eregtei,26,121365.39,1,Tiim,Tiim,8742.36,Ugui
15582090,684,Japan,Emegtei,36,0,1,Tiim,Ugui,117038.96,Ugui
15711254,452,Mongolia,Emegtei,35,0,2,Tiim,Ugui,164241.67,Ugui
15775067,606,Mongolia,Eregtei,47,93578.68,2,Ugui,Tiim,137720.56,Tiim
15602851,629,Mongolia,Eregtei,40,0,1,Tiim,Ugui,106.67,Ugui
15802857,659,Japan,Emegtei,33,115409.6,1,Ugui,Tiim,1539.21,Ugui
15701175,493,Mongolia,Emegtei,33,90791.69,1,Tiim,Tiim,59659.53,Ugui
15783019,794,Mongolia,Emegtei,62,123681.32,3,Tiim,Ugui,173586.63,Tiim
15728912,554,Mongolia,Emegtei,44,92436.86,1,Tiim,Ugui,126033.9,Ugui
15585580,796,Germany,Emegtei,52,167194.36,1,Tiim,Tiim,62808.93,Tiim
15583480,807,Mongolia,Emegtei,36,0,2,Ugui,Tiim,147007.33,Ugui
15620341,500,Germany,Eregtei,44,160838.13,2,Tiim,Ugui,196261.64,Ugui
15613886,722,Japan,Eregtei,43,0,1,Tiim,Ugui,44560.17,Tiim
15792916,559,Japan,Emegtei,40,144470.77,1,Tiim,Tiim,18917.95,Ugui
15710408,584,Japan,Emegtei,38,0,2,Tiim,Tiim,4525.4,Ugui
15598695,834,Germany,Emegtei,68,130169.27,2,Ugui,Tiim,93112.2,Ugui
15649354,754,Japan,Eregtei,35,0,2,Tiim,Tiim,9658.41,Ugui
15737556,590,Mongolia,Eregtei,43,81076.8,2,Tiim,Tiim,182627.25,Tiim
15671610,740,Mongolia,Eregtei,36,0,1,Tiim,Tiim,13177.4,Ugui
15625092,502,Germany,Emegtei,57,101465.31,1,Tiim,Ugui,43568.31,Tiim
15741032,733,Mongolia,Eregtei,48,0,1,Ugui,Tiim,117830.57,Ugui
15750014,755,Germany,Emegtei,37,113865.23,2,Tiim,Tiim,117396.25,Ugui
15784761,554,Japan,Emegtei,46,87603.35,3,Ugui,Tiim,96929.24,Tiim
15768359,534,Mongolia,Eregtei,36,120037.96,1,Tiim,Ugui,36275.94,Ugui
15805769,656,Japan,Eregtei,33,0,2,Tiim,Ugui,116706,Ugui
15719508,575,Germany,Eregtei,49,121205.15,4,Tiim,Tiim,168080.53,Tiim
15609011,480,Japan,Eregtei,47,75408.33,1,Tiim,Ugui,25887.89,Tiim
15703106,575,Mongolia,Eregtei,40,0,2,Tiim,Tiim,122488.59,Ugui
15626795,672,Mongolia,Emegtei,40,0,1,Tiim,Ugui,113171.61,Tiim
15773731,758,Japan,Emegtei,35,0,2,Ugui,Ugui,100365.51,Ugui
15756196,682,Mongolia,Eregtei,50,121818.84,2,Ugui,Tiim,124151.37,Ugui
15687903,501,Mongolia,Emegtei,29,0,2,Tiim,Ugui,112664.24,Ugui
15777599,746,Germany,Eregtei,34,141806,2,Tiim,Tiim,183494.87,Ugui
15754577,556,Mongolia,Emegtei,51,61354.14,1,Tiim,Ugui,198810.65,Tiim
15584113,823,Germany,Emegtei,53,124954.94,1,Ugui,Tiim,131259.6,Tiim
15669589,491,Germany,Emegtei,68,95039.12,1,Ugui,Tiim,116471.14,Tiim
15632793,638,Mongolia,Emegtei,29,103417.74,1,Tiim,Tiim,15336.4,Ugui
15711130,734,Mongolia,Eregtei,45,0,2,Tiim,Ugui,99593.28,Ugui
15615254,555,Mongolia,Eregtei,40,43028.77,1,Tiim,Ugui,170514.21,Ugui
15720583,745,Germany,Emegtei,44,119638.21,1,Tiim,Tiim,34265.08,Tiim
15780432,728,Mongolia,Eregtei,37,122689.51,2,Ugui,Ugui,106977.53,Tiim
15673223,626,Mongolia,Eregtei,44,0,2,Ugui,Ugui,164287.86,Ugui
15807989,681,Germany,Eregtei,37,73179.34,2,Tiim,Tiim,25292.53,Ugui
15761168,478,Mongolia,Emegtei,38,171913.87,1,Tiim,Ugui,51820.87,Tiim
15651272,709,Mongolia,Eregtei,38,0,2,Tiim,Tiim,81452.29,Ugui
15812832,562,Germany,Eregtei,33,92659.2,2,Tiim,Ugui,1354.25,Ugui
15680517,769,Germany,Emegtei,34,137239.17,1,Tiim,Tiim,71379.92,Tiim
15750569,684,Germany,Emegtei,46,102955.14,2,Tiim,Ugui,154137.33,Ugui
15690743,536,Mongolia,Emegtei,61,65190.29,1,Tiim,Tiim,64308.49,Tiim
15627741,631,Germany,Emegtei,29,96863.52,2,Tiim,Tiim,31613.35,Ugui
15712121,657,Japan,Eregtei,34,154983.98,1,Tiim,Ugui,27738.01,Ugui
15805429,699,Germany,Eregtei,59,106819.65,1,Ugui,Tiim,163570.25,Ugui
15814923,606,Japan,Eregtei,38,128578.52,1,Tiim,Tiim,193878.51,Ugui
